Date,Open,High,Low,Close
1975-10-02,0.7643,0.7643,0.7643,0.7643
1975-10-03,0.7594,0.7594,0.7594,0.7594
1975-10-06,0.7652,0.7652,0.7652,0.7652
1975-10-07,0.7673,0.7673,0.7673,0.7673
1975-10-08,0.7667,0.7667,0.7667,0.7667
1975-10-09,0.77,0.77,0.77,0.77
1975-10-10,0.7765,0.7765,0.7765,0.7765
1975-10-14,0.7716,0.7716,0.7716,0.7716
1975-10-15,0.7813,0.7813,0.7813,0.7813
1975-10-16,0.783,0.783,0.783,0.783
1975-10-17,0.7815,0.7815,0.7815,0.7815
1975-10-20,0.781,0.781,0.781,0.781
1975-10-21,0.7828,0.7828,0.7828,0.7828
1975-10-22,0.7836,0.7836,0.7836,0.7836
1975-10-23,0.7794,0.7794,0.7794,0.7794
1975-10-24,0.7787,0.7787,0.7787,0.7787
1975-10-27,0.7761,0.7761,0.7761,0.7761
1975-10-28,0.7736,0.7736,0.7736,0.7736
1975-10-29,0.7745,0.7745,0.7745,0.7745
1975-10-30,0.7782,0.7782,0.7782,0.7782
1975-10-31,0.7759,0.7759,0.7759,0.7759
1975-11-03,0.7759,0.7759,0.7759,0.7759
1975-11-05,0.7714,0.7714,0.7714,0.7714
1975-11-06,0.7736,0.7736,0.7736,0.7736
1975-11-07,0.7722,0.7722,0.7722,0.7722
1975-11-10,0.7723,0.7723,0.7723,0.7723
1975-11-12,0.7696,0.7696,0.7696,0.7696
1975-11-13,0.7651,0.7651,0.7651,0.7651
1975-11-14,0.7635,0.7635,0.7635,0.7635
1975-11-17,0.7568,0.7568,0.7568,0.7568
1975-11-18,0.7574,0.7574,0.7574,0.7574
1975-11-19,0.7594,0.7594,0.7594,0.7594
1975-11-20,0.7629,0.7629,0.7629,0.7629
1975-11-21,0.7591,0.7591,0.7591,0.7591
1975-11-24,0.7582,0.7582,0.7582,0.7582
1975-11-25,0.7584,0.7584,0.7584,0.7584
1975-11-26,0.7549,0.7549,0.7549,0.7549
1975-11-28,0.7509,0.7509,0.7509,0.7509
1975-12-01,0.7542,0.7542,0.7542,0.7542
1975-12-02,0.7554,0.7554,0.7554,0.7554
1975-12-03,0.7552,0.7552,0.7552,0.7552
1975-12-04,0.7548,0.7548,0.7548,0.7548
1975-12-05,0.7521,0.7521,0.7521,0.7521
1975-12-08,0.7526,0.7526,0.7526,0.7526
1975-12-09,0.7511,0.7511,0.7511,0.7511
1975-12-10,0.7517,0.7517,0.7517,0.7517
1975-12-11,0.7521,0.7521,0.7521,0.7521
1975-12-12,0.7537,0.7537,0.7537,0.7537
1975-12-15,0.7502,0.7502,0.7502,0.7502
1975-12-16,0.75,0.75,0.75,0.75
1975-12-17,0.7523,0.7523,0.7523,0.7523
1975-12-18,0.7532,0.7532,0.7532,0.7532
1975-12-19,0.7571,0.7571,0.7571,0.7571
1975-12-22,0.7563,0.7563,0.7563,0.7563
1975-12-23,0.757,0.757,0.757,0.757
1975-12-24,0.7577,0.7577,0.7577,0.7577
1975-12-26,0.7575,0.7575,0.7575,0.7575
1975-12-29,0.756,0.756,0.756,0.756
1975-12-30,0.7562,0.7562,0.7562,0.7562
1975-12-31,0.7569,0.7569,0.7569,0.7569
1976-01-02,0.7572,0.7572,0.7572,0.7572
1976-01-05,0.7615,0.7615,0.7615,0.7615
1976-01-06,0.7597,0.7597,0.7597,0.7597
1976-01-07,0.7602,0.7602,0.7602,0.7602
1976-01-08,0.7592,0.7592,0.7592,0.7592
1976-01-09,0.759,0.759,0.759,0.759
1976-01-12,0.7577,0.7577,0.7577,0.7577
1976-01-13,0.7549,0.7549,0.7549,0.7549
1976-01-14,0.7548,0.7548,0.7548,0.7548
1976-01-15,0.7513,0.7513,0.7513,0.7513
1976-01-16,0.7546,0.7546,0.7546,0.7546
1976-01-19,0.7541,0.7541,0.7541,0.7541
1976-01-20,0.7508,0.7508,0.7508,0.7508
1976-01-21,0.7496,0.7496,0.7496,0.7496
1976-01-22,0.7505,0.7505,0.7505,0.7505
1976-01-23,0.7494,0.7494,0.7494,0.7494
1976-01-26,0.7487,0.7487,0.7487,0.7487
1976-01-27,0.75,0.75,0.75,0.75
1976-01-28,0.7495,0.7495,0.7495,0.7495
1976-01-29,0.7517,0.7517,0.7517,0.7517
1976-01-30,0.7542,0.7542,0.7542,0.7542
1976-02-02,0.759,0.759,0.759,0.759
1976-02-03,0.7571,0.7571,0.7571,0.7571
1976-02-04,0.7579,0.7579,0.7579,0.7579
1976-02-05,0.7549,0.7549,0.7549,0.7549
1976-02-06,0.754,0.754,0.754,0.754
1976-02-09,0.7588,0.7588,0.7588,0.7588
1976-02-10,0.7607,0.7607,0.7607,0.7607
1976-02-11,0.7661,0.7661,0.7661,0.7661
1976-02-13,0.7627,0.7627,0.7627,0.7627
1976-02-17,0.756,0.756,0.756,0.756
1976-02-18,0.7564,0.7564,0.7564,0.7564
1976-02-19,0.7575,0.7575,0.7575,0.7575
1976-02-20,0.7548,0.7548,0.7548,0.7548
1976-02-23,0.7542,0.7542,0.7542,0.7542
1976-02-24,0.755,0.755,0.755,0.755
1976-02-25,0.7521,0.7521,0.7521,0.7521
1976-02-26,0.7491,0.7491,0.7491,0.7491
1976-02-27,0.7477,0.7477,0.7477,0.7477
1976-03-01,0.7482,0.7482,0.7482,0.7482
1976-03-02,0.7505,0.7505,0.7505,0.7505
1976-03-03,0.75,0.75,0.75,0.75
1976-03-04,0.7481,0.7481,0.7481,0.7481
1976-03-05,0.7525,0.7525,0.7525,0.7525
1976-03-08,0.7483,0.7483,0.7483,0.7483
1976-03-09,0.7477,0.7477,0.7477,0.7477
1976-03-10,0.7466,0.7466,0.7466,0.7466
1976-03-11,0.7444,0.7444,0.7444,0.7444
1976-03-12,0.7452,0.7452,0.7452,0.7452
1976-03-15,0.7474,0.7474,0.7474,0.7474
1976-03-16,0.7459,0.7459,0.7459,0.7459
1976-03-17,0.7554,0.7554,0.7554,0.7554
1976-03-18,0.7579,0.7579,0.7579,0.7579
1976-03-19,0.7598,0.7598,0.7598,0.7598
1976-03-22,0.7565,0.7565,0.7565,0.7565
1976-03-23,0.7496,0.7496,0.7496,0.7496
1976-03-24,0.7515,0.7515,0.7515,0.7515
1976-03-25,0.7531,0.7531,0.7531,0.7531
1976-03-26,0.7512,0.7512,0.7512,0.7512
1976-03-29,0.7527,0.7527,0.7527,0.7527
1976-03-30,0.756,0.756,0.756,0.756
1976-03-31,0.7559,0.7559,0.7559,0.7559
1976-04-01,0.7599,0.7599,0.7599,0.7599
1976-04-02,0.7543,0.7543,0.7543,0.7543
1976-04-05,0.7544,0.7544,0.7544,0.7544
1976-04-06,0.7552,0.7552,0.7552,0.7552
1976-04-07,0.7512,0.7512,0.7512,0.7512
1976-04-08,0.7538,0.7538,0.7538,0.7538
1976-04-09,0.753,0.753,0.753,0.753
1976-04-12,0.7538,0.7538,0.7538,0.7538
1976-04-13,0.7582,0.7582,0.7582,0.7582
1976-04-14,0.7607,0.7607,0.7607,0.7607
1976-04-15,0.7605,0.7605,0.7605,0.7605
1976-04-16,0.7592,0.7592,0.7592,0.7592
1976-04-19,0.7579,0.7579,0.7579,0.7579
1976-04-20,0.7567,0.7567,0.7567,0.7567
1976-04-21,0.7542,0.7542,0.7542,0.7542
1976-04-22,0.7563,0.7563,0.7563,0.7563
1976-04-23,0.7563,0.7563,0.7563,0.7563
1976-04-26,0.7554,0.7554,0.7554,0.7554
1976-04-27,0.7545,0.7545,0.7545,0.7545
1976-04-28,0.7547,0.7547,0.7547,0.7547
1976-04-29,0.7552,0.7552,0.7552,0.7552
1976-04-30,0.7528,0.7528,0.7528,0.7528
1976-05-03,0.7543,0.7543,0.7543,0.7543
1976-05-04,0.756,0.756,0.756,0.756
1976-05-05,0.755,0.755,0.755,0.755
1976-05-06,0.7555,0.7555,0.7555,0.7555
1976-05-07,0.7551,0.7551,0.7551,0.7551
1976-05-10,0.7508,0.7508,0.7508,0.7508
1976-05-11,0.75,0.75,0.75,0.75
1976-05-12,0.7487,0.7487,0.7487,0.7487
1976-05-13,0.7482,0.7482,0.7482,0.7482
1976-05-14,0.7456,0.7456,0.7456,0.7456
1976-05-17,0.7407,0.7407,0.7407,0.7407
1976-05-18,0.7403,0.7403,0.7403,0.7403
1976-05-19,0.7431,0.7431,0.7431,0.7431
1976-05-20,0.7419,0.7419,0.7419,0.7419
1976-05-21,0.7408,0.7408,0.7408,0.7408
1976-05-24,0.7423,0.7423,0.7423,0.7423
1976-05-25,0.7398,0.7398,0.7398,0.7398
1976-05-26,0.7397,0.7397,0.7397,0.7397
1976-05-27,0.7389,0.7389,0.7389,0.7389
1976-05-28,0.7371,0.7371,0.7371,0.7371
1976-06-01,0.7356,0.7356,0.7356,0.7356
1976-06-02,0.7365,0.7365,0.7365,0.7365
1976-06-03,0.7371,0.7371,0.7371,0.7371
1976-06-04,0.7381,0.7381,0.7381,0.7381
1976-06-07,0.7409,0.7409,0.7409,0.7409
1976-06-08,0.7426,0.7426,0.7426,0.7426
1976-06-09,0.7432,0.7432,0.7432,0.7432
1976-06-10,0.7397,0.7397,0.7397,0.7397
1976-06-11,0.74,0.74,0.74,0.74
1976-06-14,0.7389,0.7389,0.7389,0.7389
1976-06-15,0.7388,0.7388,0.7388,0.7388
1976-06-16,0.7381,0.7381,0.7381,0.7381
1976-06-17,0.7363,0.7363,0.7363,0.7363
1976-06-18,0.7367,0.7367,0.7367,0.7367
1976-06-21,0.7337,0.7337,0.7337,0.7337
1976-06-22,0.734,0.734,0.734,0.734
1976-06-23,0.7332,0.7332,0.7332,0.7332
1976-06-24,0.73,0.73,0.73,0.73
1976-06-25,0.7315,0.7315,0.7315,0.7315
1976-06-28,0.7322,0.7322,0.7322,0.7322
1976-06-29,0.7356,0.7356,0.7356,0.7356
1976-06-30,0.7337,0.7337,0.7337,0.7337
1976-07-01,0.7329,0.7329,0.7329,0.7329
1976-07-02,0.7343,0.7343,0.7343,0.7343
1976-07-06,0.7329,0.7329,0.7329,0.7329
1976-07-07,0.7325,0.7325,0.7325,0.7325
1976-07-08,0.7322,0.7322,0.7322,0.7322
1976-07-09,0.7321,0.7321,0.7321,0.7321
1976-07-12,0.7317,0.7317,0.7317,0.7317
1976-07-13,0.732,0.732,0.732,0.732
1976-07-14,0.7359,0.7359,0.7359,0.7359
1976-07-15,0.7369,0.7369,0.7369,0.7369
1976-07-16,0.7372,0.7372,0.7372,0.7372
1976-07-19,0.7381,0.7381,0.7381,0.7381
1976-07-20,0.7377,0.7377,0.7377,0.7377
1976-07-21,0.7371,0.7371,0.7371,0.7371
1976-07-22,0.7373,0.7373,0.7373,0.7373
1976-07-23,0.7369,0.7369,0.7369,0.7369
1976-07-26,0.7379,0.7379,0.7379,0.7379
1976-07-27,0.738,0.738,0.738,0.738
1976-07-28,0.74,0.74,0.74,0.74
1976-07-29,0.7442,0.7442,0.7442,0.7442
1976-07-30,0.748,0.748,0.748,0.748
1976-08-02,0.7515,0.7515,0.7515,0.7515
1976-08-03,0.7509,0.7509,0.7509,0.7509
1976-08-04,0.7556,0.7556,0.7556,0.7556
1976-08-05,0.7568,0.7568,0.7568,0.7568
1976-08-06,0.7596,0.7596,0.7596,0.7596
1976-08-09,0.7572,0.7572,0.7572,0.7572
1976-08-10,0.7562,0.7562,0.7562,0.7562
1976-08-11,0.7591,0.7591,0.7591,0.7591
1976-08-12,0.7563,0.7563,0.7563,0.7563
1976-08-13,0.7604,0.7604,0.7604,0.7604
1976-08-16,0.7615,0.7615,0.7615,0.7615
1976-08-17,0.769,0.769,0.769,0.769
1976-08-18,0.7664,0.7664,0.7664,0.7664
1976-08-19,0.7643,0.7643,0.7643,0.7643
1976-08-20,0.7646,0.7646,0.7646,0.7646
1976-08-23,0.7648,0.7648,0.7648,0.7648
1976-08-24,0.764,0.764,0.764,0.764
1976-08-25,0.7601,0.7601,0.7601,0.7601
1976-08-26,0.7611,0.7611,0.7611,0.7611
1976-08-27,0.7602,0.7602,0.7602,0.7602
1976-08-30,0.7589,0.7589,0.7589,0.7589
1976-08-31,0.7573,0.7573,0.7573,0.7573
1976-09-01,0.755,0.755,0.755,0.755
1976-09-02,0.7569,0.7569,0.7569,0.7569
1976-09-03,0.7578,0.7578,0.7578,0.7578
1976-09-07,0.7551,0.7551,0.7551,0.7551
1976-09-08,0.7569,0.7569,0.7569,0.7569
1976-09-09,0.7593,0.7593,0.7593,0.7593
1976-09-10,0.7587,0.7587,0.7587,0.7587
1976-09-13,0.7579,0.7579,0.7579,0.7579
1976-09-14,0.7595,0.7595,0.7595,0.7595
1976-09-15,0.7652,0.7652,0.7652,0.7652
1976-09-16,0.7681,0.7681,0.7681,0.7681
1976-09-17,0.7667,0.7667,0.7667,0.7667
1976-09-20,0.7662,0.7662,0.7662,0.7662
1976-09-21,0.7649,0.7649,0.7649,0.7649
1976-09-22,0.7692,0.7692,0.7692,0.7692
1976-09-23,0.7658,0.7658,0.7658,0.7658
1976-09-24,0.7661,0.7661,0.7661,0.7661
1976-09-27,0.7693,0.7693,0.7693,0.7693
1976-09-28,0.7697,0.7697,0.7697,0.7697
1976-09-29,0.7729,0.7729,0.7729,0.7729
1976-09-30,0.7794,0.7794,0.7794,0.7794
1976-10-01,0.7736,0.7736,0.7736,0.7736
1976-10-04,0.7711,0.7711,0.7711,0.7711
1976-10-05,0.7777,0.7777,0.7777,0.7777
1976-10-06,0.779,0.779,0.779,0.779
1976-10-07,0.777,0.777,0.777,0.777
1976-10-08,0.7775,0.7775,0.7775,0.7775
1976-10-12,0.7792,0.7792,0.7792,0.7792
1976-10-13,0.7806,0.7806,0.7806,0.7806
1976-10-14,0.7804,0.7804,0.7804,0.7804
1976-10-15,0.7776,0.7776,0.7776,0.7776
1976-10-18,0.7755,0.7755,0.7755,0.7755
1976-10-19,0.7797,0.7797,0.7797,0.7797
1976-10-20,0.7828,0.7828,0.7828,0.7828
1976-10-21,0.7815,0.7815,0.7815,0.7815
1976-10-22,0.7836,0.7836,0.7836,0.7836
1976-10-25,0.7877,0.7877,0.7877,0.7877
1976-10-26,0.7841,0.7841,0.7841,0.7841
1976-10-27,0.789,0.789,0.789,0.789
1976-10-28,0.7901,0.7901,0.7901,0.7901
1976-10-29,0.7901,0.7901,0.7901,0.7901
1976-11-01,0.7868,0.7868,0.7868,0.7868
1976-11-03,0.7885,0.7885,0.7885,0.7885
1976-11-04,0.7856,0.7856,0.7856,0.7856
1976-11-05,0.7843,0.7843,0.7843,0.7843
1976-11-08,0.7862,0.7862,0.7862,0.7862
1976-11-09,0.785,0.785,0.785,0.785
1976-11-10,0.788,0.788,0.788,0.788
1976-11-12,0.7895,0.7895,0.7895,0.7895
1976-11-15,0.7867,0.7867,0.7867,0.7867
1976-11-16,0.7907,0.7907,0.7907,0.7907
1976-11-17,0.7883,0.7883,0.7883,0.7883
1976-11-18,0.7898,0.7898,0.7898,0.7898
1976-11-19,0.7937,0.7937,0.7937,0.7937
1976-11-22,0.8019,0.8019,0.8019,0.8019
1976-11-23,0.8061,0.8061,0.8061,0.8061
1976-11-24,0.8043,0.8043,0.8043,0.8043
1976-11-26,0.8142,0.8142,0.8142,0.8142
1976-11-29,0.8308,0.8308,0.8308,0.8308
1976-11-30,0.8395,0.8395,0.8395,0.8395
1976-12-01,0.8354,0.8354,0.8354,0.8354
1976-12-02,0.8311,0.8311,0.8311,0.8311
1976-12-03,0.8312,0.8312,0.8312,0.8312
1976-12-06,0.8334,0.8334,0.8334,0.8334
1976-12-07,0.8322,0.8322,0.8322,0.8322
1976-12-08,0.8321,0.8321,0.8321,0.8321
1976-12-09,0.8341,0.8341,0.8341,0.8341
1976-12-10,0.8337,0.8337,0.8337,0.8337
1976-12-13,0.8316,0.8316,0.8316,0.8316
1976-12-14,0.8291,0.8291,0.8291,0.8291
1976-12-15,0.8278,0.8278,0.8278,0.8278
1976-12-16,0.8302,0.8302,0.8302,0.8302
1976-12-17,0.8305,0.8305,0.8305,0.8305
1976-12-20,0.8318,0.8318,0.8318,0.8318
1976-12-21,0.8345,0.8345,0.8345,0.8345
1976-12-22,0.836,0.836,0.836,0.836
1976-12-23,0.8334,0.8334,0.8334,0.8334
1976-12-24,0.8352,0.8352,0.8352,0.8352
1976-12-27,0.837,0.837,0.837,0.837
1976-12-28,0.8373,0.8373,0.8373,0.8373
1976-12-29,0.8391,0.8391,0.8391,0.8391
1976-12-30,0.837,0.837,0.837,0.837
1976-12-31,0.8341,0.8341,0.8341,0.8341
1977-01-03,0.8384,0.8384,0.8384,0.8384
1977-01-04,0.8352,0.8352,0.8352,0.8352
1977-01-05,0.8312,0.8312,0.8312,0.8312
1977-01-06,0.8298,0.8298,0.8298,0.8298
1977-01-07,0.8285,0.8285,0.8285,0.8285
1977-01-10,0.8244,0.8244,0.8244,0.8244
1977-01-11,0.8275,0.8275,0.8275,0.8275
1977-01-12,0.8238,0.8238,0.8238,0.8238
1977-01-13,0.8217,0.8217,0.8217,0.8217
1977-01-14,0.8154,0.8154,0.8154,0.8154
1977-01-17,0.8234,0.8234,0.8234,0.8234
1977-01-18,0.8214,0.8214,0.8214,0.8214
1977-01-19,0.8186,0.8186,0.8186,0.8186
1977-01-20,0.8185,0.8185,0.8185,0.8185
1977-01-21,0.8201,0.8201,0.8201,0.8201
1977-01-24,0.8143,0.8143,0.8143,0.8143
1977-01-25,0.8144,0.8144,0.8144,0.8144
1977-01-26,0.8166,0.8166,0.8166,0.8166
1977-01-27,0.8206,0.8206,0.8206,0.8206
1977-01-28,0.8208,0.8208,0.8208,0.8208
1977-01-31,0.8263,0.8263,0.8263,0.8263
1977-02-01,0.8257,0.8257,0.8257,0.8257
1977-02-02,0.8251,0.8251,0.8251,0.8251
1977-02-03,0.8231,0.8231,0.8231,0.8231
1977-02-04,0.8227,0.8227,0.8227,0.8227
1977-02-07,0.8258,0.8258,0.8258,0.8258
1977-02-08,0.826,0.826,0.826,0.826
1977-02-09,0.8281,0.8281,0.8281,0.8281
1977-02-10,0.8273,0.8273,0.8273,0.8273
1977-02-11,0.831,0.831,0.831,0.831
1977-02-14,0.8349,0.8349,0.8349,0.8349
1977-02-15,0.8312,0.8312,0.8312,0.8312
1977-02-16,0.8335,0.8335,0.8335,0.8335
1977-02-17,0.8337,0.8337,0.8337,0.8337
1977-02-18,0.8388,0.8388,0.8388,0.8388
1977-02-22,0.8406,0.8406,0.8406,0.8406
1977-02-23,0.8407,0.8407,0.8407,0.8407
1977-02-24,0.8436,0.8436,0.8436,0.8436
1977-02-25,0.8512,0.8512,0.8512,0.8512
1977-02-28,0.8544,0.8544,0.8544,0.8544
1977-03-01,0.8544,0.8544,0.8544,0.8544
1977-03-02,0.8505,0.8505,0.8505,0.8505
1977-03-03,0.852,0.852,0.852,0.852
1977-03-04,0.8576,0.8576,0.8576,0.8576
1977-03-07,0.8543,0.8543,0.8543,0.8543
1977-03-08,0.8524,0.8524,0.8524,0.8524
1977-03-09,0.8523,0.8523,0.8523,0.8523
1977-03-10,0.8634,0.8634,0.8634,0.8634
1977-03-11,0.8589,0.8589,0.8589,0.8589
1977-03-14,0.8567,0.8567,0.8567,0.8567
1977-03-15,0.8596,0.8596,0.8596,0.8596
1977-03-16,0.8571,0.8571,0.8571,0.8571
1977-03-17,0.8578,0.8578,0.8578,0.8578
1977-03-18,0.8602,0.8602,0.8602,0.8602
1977-03-21,0.8569,0.8569,0.8569,0.8569
1977-03-22,0.8565,0.8565,0.8565,0.8565
1977-03-23,0.8596,0.8596,0.8596,0.8596
1977-03-24,0.8573,0.8573,0.8573,0.8573
1977-03-25,0.857,0.857,0.857,0.857
1977-03-28,0.8583,0.8583,0.8583,0.8583
1977-03-29,0.86,0.86,0.86,0.86
1977-03-30,0.8608,0.8608,0.8608,0.8608
1977-03-31,0.8624,0.8624,0.8624,0.8624
1977-04-01,0.858,0.858,0.858,0.858
1977-04-04,0.8629,0.8629,0.8629,0.8629
1977-04-05,0.8623,0.8623,0.8623,0.8623
1977-04-06,0.8621,0.8621,0.8621,0.8621
1977-04-07,0.8646,0.8646,0.8646,0.8646
1977-04-08,0.8642,0.8642,0.8642,0.8642
1977-04-11,0.8633,0.8633,0.8633,0.8633
1977-04-12,0.8646,0.8646,0.8646,0.8646
1977-04-13,0.8658,0.8658,0.8658,0.8658
1977-04-14,0.8636,0.8636,0.8636,0.8636
1977-04-15,0.8666,0.8666,0.8666,0.8666
1977-04-18,0.8676,0.8676,0.8676,0.8676
1977-04-19,0.8635,0.8635,0.8635,0.8635
1977-04-20,0.8594,0.8594,0.8594,0.8594
1977-04-21,0.8623,0.8623,0.8623,0.8623
1977-04-22,0.8624,0.8624,0.8624,0.8624
1977-04-25,0.8617,0.8617,0.8617,0.8617
1977-04-26,0.8627,0.8627,0.8627,0.8627
1977-04-27,0.8649,0.8649,0.8649,0.8649
1977-04-28,0.8677,0.8677,0.8677,0.8677
1977-04-29,0.8679,0.8679,0.8679,0.8679
1977-05-02,0.8656,0.8656,0.8656,0.8656
1977-05-03,0.8642,0.8642,0.8642,0.8642
1977-05-04,0.8694,0.8694,0.8694,0.8694
1977-05-05,0.8693,0.8693,0.8693,0.8693
1977-05-06,0.8692,0.8692,0.8692,0.8692
1977-05-09,0.8675,0.8675,0.8675,0.8675
1977-05-10,0.8643,0.8643,0.8643,0.8643
1977-05-11,0.8617,0.8617,0.8617,0.8617
1977-05-12,0.8659,0.8659,0.8659,0.8659
1977-05-13,0.8664,0.8664,0.8664,0.8664
1977-05-16,0.8655,0.8655,0.8655,0.8655
1977-05-17,0.8659,0.8659,0.8659,0.8659
1977-05-18,0.8662,0.8662,0.8662,0.8662
1977-05-19,0.8676,0.8676,0.8676,0.8676
1977-05-20,0.8682,0.8682,0.8682,0.8682
1977-05-23,0.8656,0.8656,0.8656,0.8656
1977-05-24,0.8684,0.8684,0.8684,0.8684
1977-05-25,0.8691,0.8691,0.8691,0.8691
1977-05-26,0.8689,0.8689,0.8689,0.8689
1977-05-27,0.8678,0.8678,0.8678,0.8678
1977-05-31,0.8691,0.8691,0.8691,0.8691
1977-06-01,0.8721,0.8721,0.8721,0.8721
1977-06-02,0.8745,0.8745,0.8745,0.8745
1977-06-03,0.8723,0.8723,0.8723,0.8723
1977-06-06,0.8707,0.8707,0.8707,0.8707
1977-06-07,0.8722,0.8722,0.8722,0.8722
1977-06-08,0.8715,0.8715,0.8715,0.8715
1977-06-09,0.8712,0.8712,0.8712,0.8712
1977-06-10,0.8733,0.8733,0.8733,0.8733
1977-06-13,0.8734,0.8734,0.8734,0.8734
1977-06-14,0.8751,0.8751,0.8751,0.8751
1977-06-15,0.8744,0.8744,0.8744,0.8744
1977-06-16,0.8749,0.8749,0.8749,0.8749
1977-06-17,0.876,0.876,0.876,0.876
1977-06-20,0.8756,0.8756,0.8756,0.8756
1977-06-21,0.877,0.877,0.877,0.877
1977-06-22,0.8773,0.8773,0.8773,0.8773
1977-06-23,0.8777,0.8777,0.8777,0.8777
1977-06-24,0.8775,0.8775,0.8775,0.8775
1977-06-27,0.8802,0.8802,0.8802,0.8802
1977-06-28,0.8796,0.8796,0.8796,0.8796
1977-06-29,0.8853,0.8853,0.8853,0.8853
1977-06-30,0.883,0.883,0.883,0.883
1977-07-01,0.8831,0.8831,0.8831,0.8831
1977-07-05,0.8919,0.8919,0.8919,0.8919
1977-07-06,0.8916,0.8916,0.8916,0.8916
1977-07-07,0.8968,0.8968,0.8968,0.8968
1977-07-08,0.8979,0.8979,0.8979,0.8979
1977-07-11,0.9044,0.9044,0.9044,0.9044
1977-07-12,0.9005,0.9005,0.9005,0.9005
1977-07-13,0.9059,0.9059,0.9059,0.9059
1977-07-15,0.9052,0.9052,0.9052,0.9052
1977-07-18,0.9106,0.9106,0.9106,0.9106
1977-07-19,0.9107,0.9107,0.9107,0.9107
1977-07-20,0.9146,0.9146,0.9146,0.9146
1977-07-21,0.9152,0.9152,0.9152,0.9152
1977-07-22,0.9157,0.9157,0.9157,0.9157
1977-07-25,0.9203,0.9203,0.9203,0.9203
1977-07-26,0.9247,0.9247,0.9247,0.9247
1977-07-27,0.9209,0.9209,0.9209,0.9209
1977-07-28,0.914,0.914,0.914,0.914
1977-07-29,0.9102,0.9102,0.9102,0.9102
1977-08-01,0.908,0.908,0.908,0.908
1977-08-02,0.9138,0.9138,0.9138,0.9138
1977-08-03,0.9137,0.9137,0.9137,0.9137
1977-08-04,0.9104,0.9104,0.9104,0.9104
1977-08-05,0.9117,0.9117,0.9117,0.9117
1977-08-08,0.9049,0.9049,0.9049,0.9049
1977-08-09,0.9089,0.9089,0.9089,0.9089
1977-08-10,0.9064,0.9064,0.9064,0.9064
1977-08-11,0.904,0.904,0.904,0.904
1977-08-12,0.9014,0.9014,0.9014,0.9014
1977-08-15,0.8991,0.8991,0.8991,0.8991
1977-08-16,0.8978,0.8978,0.8978,0.8978
1977-08-17,0.9005,0.9005,0.9005,0.9005
1977-08-18,0.9017,0.9017,0.9017,0.9017
1977-08-19,0.9014,0.9014,0.9014,0.9014
1977-08-22,0.9031,0.9031,0.9031,0.9031
1977-08-23,0.9021,0.9021,0.9021,0.9021
1977-08-24,0.9065,0.9065,0.9065,0.9065
1977-08-25,0.9019,0.9019,0.9019,0.9019
1977-08-26,0.9071,0.9071,0.9071,0.9071
1977-08-29,0.9018,0.9018,0.9018,0.9018
1977-08-30,0.9036,0.9036,0.9036,0.9036
1977-08-31,0.9043,0.9043,0.9043,0.9043
1977-09-01,0.9028,0.9028,0.9028,0.9028
1977-09-02,0.9028,0.9028,0.9028,0.9028
1977-09-06,0.9031,0.9031,0.9031,0.9031
1977-09-07,0.9041,0.9041,0.9041,0.9041
1977-09-08,0.9009,0.9009,0.9009,0.9009
1977-09-09,0.9008,0.9008,0.9008,0.9008
1977-09-12,0.9001,0.9001,0.9001,0.9001
1977-09-13,0.8984,0.8984,0.8984,0.8984
1977-09-14,0.8978,0.8978,0.8978,0.8978
1977-09-15,0.8992,0.8992,0.8992,0.8992
1977-09-16,0.9,0.9,0.9,0.9
1977-09-19,0.9009,0.9009,0.9009,0.9009
1977-09-20,0.9012,0.9012,0.9012,0.9012
1977-09-21,0.9004,0.9004,0.9004,0.9004
1977-09-22,0.8982,0.8982,0.8982,0.8982
1977-09-23,0.8997,0.8997,0.8997,0.8997
1977-09-26,0.8994,0.8994,0.8994,0.8994
1977-09-27,0.8969,0.8969,0.8969,0.8969
1977-09-28,0.8997,0.8997,0.8997,0.8997
1977-09-29,0.9034,0.9034,0.9034,0.9034
1977-09-30,0.907,0.907,0.907,0.907
1977-10-03,0.9169,0.9169,0.9169,0.9169
1977-10-04,0.9168,0.9168,0.9168,0.9168
1977-10-05,0.9173,0.9173,0.9173,0.9173
1977-10-06,0.9231,0.9231,0.9231,0.9231
1977-10-07,0.9242,0.9242,0.9242,0.9242
1977-10-11,0.9227,0.9227,0.9227,0.9227
1977-10-12,0.9275,0.9275,0.9275,0.9275
1977-10-13,0.9366,0.9366,0.9366,0.9366
1977-10-14,0.9414,0.9414,0.9414,0.9414
1977-10-17,0.9527,0.9527,0.9527,0.9527
1977-10-18,0.9558,0.9558,0.9558,0.9558
1977-10-19,0.9469,0.9469,0.9469,0.9469
1977-10-20,0.9498,0.9498,0.9498,0.9498
1977-10-21,0.948,0.948,0.948,0.948
1977-10-24,0.9574,0.9574,0.9574,0.9574
1977-10-25,0.9592,0.9592,0.9592,0.9592
1977-10-26,0.9584,0.9584,0.9584,0.9584
1977-10-27,0.9544,0.9544,0.9544,0.9544
1977-10-28,0.9503,0.9503,0.9503,0.9503
1977-10-31,0.9601,0.9601,0.9601,0.9601
1977-11-01,0.9609,0.9609,0.9609,0.9609
1977-11-02,0.9583,0.9583,0.9583,0.9583
1977-11-03,0.9606,0.9606,0.9606,0.9606
